id	origin	earliest	latest	form	form_type	is_anonymous	genre	subgenre	has_dramaweb_scan	has_dramaweb_transcription	ceneton_scan	ceneton_transcription	external_scan	external_transcription	fingerprint	literature	remarks	link_ub_antwerp	link_kbb	link_ub_gent	link_bnf	link_kb	link_google	link_bll
3323	M1256	1723-01-01	1723-12-31	Synopsis (printed)	Synopsis	t			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f										
1331	M1270	1724-01-01	1724-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f										
1332	M1271	1724-01-01	1724-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f										
1333	M1273	1724-01-01	1724-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f										
1334	M1285	1724-01-01	1724-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14028990/N						
1335	M1288	1724-01-01	1724-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1336	M1300	1724-01-01	1724-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14051330/N						
1337	M1313	1725-01-01	1725-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14023959/N						
1338	M1319	1725-01-01	1725-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14025390/N						
1339	M1323	1725-01-01	1725-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14025929/N						
1340	M1324	1725-01-01	1725-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
1341	M1325	1725-01-01	1725-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14029048/N						
1342	M1327	1725-01-01	1725-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/brocade/brocade.phtml?UDses=51584699:666553&UDstate=1&UDmode=oneframe&UDaccess=W&UDrou=_Entry:dgpsview&UDextra=dg:ua:532~uapreciosa~opacuantwerpen~c:lvd:14029072~1~252~N&UDaccess=W&UDcall=digiview	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1343	M1330	1725-01-01	1725-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14029364/N						
1344	M1337	1725-01-01	1725-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836		https://anet.be/record/opacuantwerpen/c:lvd:14049775/N						
1345	M1346	1726-01-01	1726-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836	Koppelen op M- of E-niveau aan Ceneton045810							
1346	M1352	1726-01-01	1726-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f	2			https://anet.be/record/opacuantwerpen/c:lvd:14025468/N						
1347	M1357	1726-01-01	1726-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14029201/N						
1348	M1360	1726-01-01	1726-12-31	Synopsis (printed)	Synopsis	f			f	f				f	2									
1349	M1362	1726-01-01	1726-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14022270/N						
1350	M1363	1726-01-01	1726-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1351	M1365	1726-01-01	1726-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836	Koppelen op M- of E-niveau aan Ceneton045870	https://anet.be/record/opacuantwerpen/c:lvd:14049656/N						
1352	M1370	1726-01-01	1726-12-31	Synopsis (printed)	Synopsis	f			f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJBethulienBelle1726		http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f										
1353	M1373	1727-01-01	1727-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14015555/N						
1354	M1374	1727-01-01	1727-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f	-4									
1355	M1375	1727-01-01	1727-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14023752/N						
1356	M1381	1727-01-01	1727-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14025970/N						
1357	M1382	1727-01-01	1727-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14029095/N						
1358	M1385	1727-01-01	1727-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14049741/N						
1359	M1386	1727-01-01	1727-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836		https://anet.be/record/opacuantwerpen/c:lvd:14049752/N						
1360	M1392	1727-01-01	1727-12-31	Mention	Fragment	f	Comedy		f	f				f										
1361	M1393	1727-01-01	1727-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14051298/N						
1589	M2126	1790-01-01	1790-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
1590	M2127	1792-01-01	1792-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
1362	M1394	1727-01-01	1727-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14054375/N						
1363	M1398	1728-01-01	1728-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836		https://anet.be/record/opacuantwerpen/c:lvd:14051342/N						
1364	M1400	1728-01-01	1728-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14022375/N						
1365	M1404	1728-01-01	1728-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1366	M1405	1728-01-01	1728-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1367	M1407	1728-01-01	1728-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1368	M1414	1728-01-01	1728-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14025983/N						
1369	M1421	1728-01-01	1728-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1370	M1430	1728-01-01	1728-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836		https://anet.be/record/opacuantwerpen/c:lvd:14052720/N						
1371	M1431	1728-01-01	1728-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836		https://anet.be/record/opacuantwerpen/c:lvd:14052736/N						
1372	M1456	1729-01-01	1729-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1373	M1459	1729-01-01	1729-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14051240/N						
1374	M1469	1729-01-01	1729-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14052839/N						
1375	M1473	1729-01-01	1729-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f			Koppelen op M- of E-niveau aan Ceneton042170	https://anet.be/record/opacuantwerpen/c:lvd:14022343/N						
1376	M1474	1729-01-01	1729-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f			Koppelen op M- of E-niveau aan Ceneton042160	https://anet.be/record/opacuantwerpen/c:lvd:14022346/N						
1377	M1475	1729-01-01	1729-12-31	Synopsis (printed)	Synopsis	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836	Koppelen op M- of E-niveau aan Ceneton048050							
1378	M1478	1730-01-01	1730-12-31	Synopsis (printed)	Synopsis	f			t	t	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJJaddusIeper1730	https://www.let.leidenuniv.nl/Dutch/Ceneton/SJJaddusIeper1730.html	http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f	4									
1379	M1482	1730-01-01	1730-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1380	M1487	1730-01-01	1730-12-31	Mention	Fragment	f	Comedy		f	f				f	4									
1381	M1489	1730-01-01	1730-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1382	M1493	1730-01-01	1730-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f	2									
1383	M1495	1730-01-01	1730-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f	4									
1384	M1506	1730-01-01	1730-12-31	Synopsis (printed)	Synopsis	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1385	M1510	1730-01-01	1730-12-31	Mention	Fragment	f	Comedy		f	f				f										
1386	M1524	1730-01-01	1730-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14054318/N						
1387	M1529	1730-01-01	1730-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14054365/N						
1691	M424	1634-01-01	1634-12-31	Synopsis (printed)	Synopsis	f	Comical tragedy		f	f				f										
1388	M1533	1731-01-01	1731-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f	4	Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836	Koppelen op M- of E-niveau aan M1534							
1389	M1534	1731-01-01	1731-12-31	Synopsis (printed)	Synopsis	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836	Koppelen op M- of E-niveau aan M1533							
1390	M1535	1731-01-01	1731-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f	2									
1391	M1536	1731-01-01	1731-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f	2									
1392	M1538	1731-01-01	1731-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f	2									
1393	M1540	1731-01-01	1731-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f	4									
1394	M1559	1731-01-01	1731-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f	4									
1395	M1572	1731-01-01	1731-12-31	Synopsis (printed)	Synopsis	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1396	M1575	1732-01-01	1732-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f	2	Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1397	M1580	1732-01-01	1732-12-31	Mention	Fragment	f	Comedy		f	f				f										
1398	M1590	1732-01-01	1732-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f	-4									
1399	M1593	1732-01-01	1732-12-31	Synopsis (printed)	Synopsis	f			f	f			https://books.google.be/books?vid=GENT900000062142&printsec=frontcover&hl=nl#v=onepage&q&f=false	f										
1400	M1603	1732-01-01	1732-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1401	M1626	1733-01-01	1733-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f	2									
1402	M1628	1733-01-01	1733-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1403	M1648	1733-01-01	1733-12-31	Mention	Fragment	f	Comedy		f	f				f										
1404	M1653	1733-01-01	1733-12-31	Mention	Fragment	f	Tragedy		f	f				f										
1405	M2251	1733-01-01	1733-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836	Koppelen op M- of E-niveau aan M1655			https://lib.ugent.be/catalog/rug01:000950208				
1406	M1655	1733-01-01	1733-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f	2	Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836	Koppelen op M- of E-niveau aan M2251							
1407	M1661	1733-01-01	1733-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
1408	M1708	1738-01-01	1738-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1409	M1734	1742-01-01	1742-12-31	Synopsis (printed)	Synopsis	f			f	f			https://books.google.nl/books?id=DllbAAAAQAAJ&pg=PP1&dq=david+exhibebitur&hl=nl&sa=X&ved=0ahUKEwjBvqG_2ITVAhUIfFAKHXCyCaMQ6wEIMDAC#v=onepage&q=david%20exhibebitur&f=false	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1410	M1738	1742-01-01	1742-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			https://books.google.nl/books?id=xmRbAAAAQAAJ&printsec=frontcover&hl=nl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	f										
1411	M1741	1742-01-01	1742-12-31	Synopsis (printed)	Synopsis	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1412	M1742	1742-01-01	1742-12-31	Synopsis (printed)	Synopsis	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1413	M1747	1743-01-01	1743-12-31	Synopsis (printed)	Synopsis	f	Tragedy		t	t	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJJaromirusIeper1743	https://www.let.leidenuniv.nl/Dutch/Ceneton/SJJaromirusIeper1743.html		f										
1414	M1751	1743-01-01	1743-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1415	M1752	1743-01-01	1743-12-31	Mention	Fragment	f	Comedy		f	f				f										
1416	M1755	1743-01-01	1743-12-31	Synopsis (printed)	Synopsis	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1417	M1757	1743-01-01	1743-12-31	Synopsis (printed)	Synopsis	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1418	M1758	1743-01-01	1743-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1419	M1761	1743-01-01	1743-12-31	Synopsis (printed)	Synopsis	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1420	M1773	1744-01-01	1744-12-31	Synopsis (printed)	Synopsis	f			f	f				f	-	Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1421	M1776	1744-01-01	1744-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1422	M1782	1745-01-01	1745-12-31	Synopsis (printed)	Synopsis	f			f	f				f	-	Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
1423	M1897	1755-01-01	1755-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
1424	M2070	1771-01-01	1771-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
1425	M96	1549-01-01	1549-12-31		Full edition	f			t	t			http://books.google.nl/books?id=0r5bAAAAQAAJ&printsec=frontcover&hl=nl#v=onepage&q&f=false	f										
1426	M163	1591-01-01	1591-12-31	Reprint	Full edition	f			f	f			http://books.google.nl/books?id=BbgTAAAAQAAJ&printsec=frontcover&dq=julii+caesari+scaligeri+poemata+volume+2&hl=nl&sa=X&ei=wheWU97BLYakPbrEgSA&ved=0CEYQ6AEwAw#v=onepage&q&f=false	f										
1427	M178	1594-01-01	1594-12-31	Reprint	Full edition	f			f	f			https://books.google.nl/books?id=3aYT29byEeYC&printsec=frontcover&hl=nl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	f										
1428	M179	1594-01-01	1594-12-31	Reprint	Full edition	f			f	f			https://books.google.nl/books?id=3aYT29byEeYC&printsec=frontcover&hl=nl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	f										
1429	M180	1594-01-01	1594-12-31	Reprint	Full edition	f			f	f			https://books.google.nl/books?id=3aYT29byEeYC&printsec=frontcover&hl=nl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	f										
1430	M181	1594-01-01	1594-12-31	Reprint	Full edition	f			f	f			https://books.google.nl/books?id=3aYT29byEeYC&printsec=frontcover&hl=nl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	f										
1431	M182	1594-01-01	1594-12-31	Reprint	Full edition	f			f	f			https://books.google.nl/books?id=3aYT29byEeYC&printsec=frontcover&hl=nl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	f										
1432	M183	1594-01-01	1594-12-31	Reprint	Full edition	f			f	f			https://books.google.nl/books?id=3aYT29byEeYC&printsec=frontcover&hl=nl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	f										
1433	M185	1594-01-01	1594-12-31	Reprint	Full edition	f			f	f			https://books.google.nl/books?id=3aYT29byEeYC&printsec=frontcover&hl=nl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	f										
